Latitude (decimal degrees):	52.486
Longitude (decimal degrees):	-1.890
Elevation (m):	130
Radiation database:	PVGIS-SARAH2


Slope: 52 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	0.6
System losses (%):	0.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20201012:0011,0.0,0.0,0.0,0.0,0.0,5.78,1.38,0.0
20201012:0111,0.0,0.0,0.0,0.0,0.0,5.78,1.17,0.0
20201012:0211,0.0,0.0,0.0,0.0,0.0,5.78,1.31,0.0
20201012:0311,0.0,0.0,0.0,0.0,0.0,6.31,1.52,0.0
20201012:0411,0.0,0.0,0.0,0.0,0.0,6.31,1.66,0.0
20201012:0511,0.0,0.0,0.0,0.0,0.0,6.31,2.21,0.0
20201012:0611,0.0,0.0,0.0,0.0,0.0,6.31,2.21,0.0
20201012:0711,9.88,6.61,23.39,1.17,5.72,7.37,2.41,0.0
20201012:0811,7.77,0.0,24.91,1.21,13.9,7.9,2.34,0.0
20201012:0911,18.86,0.0,46.6,2.27,20.95,7.9,2.55,0.0
20201012:1011,63.64,4.03,121.25,5.94,26.34,8.96,2.9,0.0
20201012:1111,48.67,0.0,99.63,4.85,29.52,8.96,3.24,0.0
20201012:1211,59.48,0.0,118.11,5.75,30.08,8.96,3.45,0.0
20201012:1311,33.36,0.0,73.11,3.56,27.94,9.49,3.52,0.0
20201012:1411,17.88,0.0,44.99,2.19,23.41,9.49,3.79,0.0
20201012:1511,16.17,0.0,41.78,2.03,16.97,9.49,3.38,0.0
20201012:1611,5.86,0.0,20.89,1.02,9.2,8.96,3.1,0.0
20201012:1711,0.0,0.0,0.0,0.0,0.0,9.49,2.69,0.0
20201012:1811,0.0,0.0,0.0,0.0,0.0,9.49,3.45,0.0
20201012:1911,0.0,0.0,0.0,0.0,0.0,8.96,3.38,0.0
20201012:2011,0.0,0.0,0.0,0.0,0.0,8.43,3.59,0.0
20201012:2111,0.0,0.0,0.0,0.0,0.0,7.9,3.52,0.0
20201012:2211,0.0,0.0,0.0,0.0,0.0,7.9,3.59,0.0
20201012:2311,0.0,0.0,0.0,0.0,0.0,7.9,3.59,0.0
20201013:0011,0.0,0.0,0.0,0.0,0.0,7.37,3.59,0.0
20201013:0111,0.0,0.0,0.0,0.0,0.0,6.84,3.66,0.0
20201013:0211,0.0,0.0,0.0,0.0,0.0,6.84,3.72,0.0
20201013:0311,0.0,0.0,0.0,0.0,0.0,6.84,3.59,0.0
20201013:0411,0.0,0.0,0.0,0.0,0.0,6.31,3.45,0.0
20201013:0511,0.0,0.0,0.0,0.0,0.0,6.31,3.17,0.0
20201013:0611,0.0,0.0,0.0,0.0,0.0,5.78,2.9,0.0
20201013:0711,21.84,24.35,30.45,1.56,5.45,6.84,2.55,0.0
20201013:0811,110.93,100.09,106.38,5.63,13.61,7.37,3.66,0.0
20201013:0911,279.75,324.81,172.58,11.15,20.64,7.9,3.93,0.0
20201013:1011,282.62,281.52,222.12,12.98,26.0,8.43,3.52,0.0
20201013:1111,271.25,240.02,244.85,13.69,29.15,9.49,3.66,0.0
20201013:1211,377.05,432.73,250.66,16.27,29.7,10.55,4.0,0.0
20201013:1311,32.21,0.0,71.51,3.48,27.57,11.09,4.14,0.0
20201013:1411,39.92,0.0,85.17,4.15,23.04,11.09,3.86,0.0
20201013:1511,33.75,2.25,71.9,3.52,16.62,10.55,3.52,0.0
20201013:1611,23.3,11.1,44.83,2.23,8.85,10.02,2.69,0.0
20201013:1711,0.0,0.0,0.0,0.0,0.0,10.02,2.14,0.0
20201013:1811,0.0,0.0,0.0,0.0,0.0,9.49,2.41,0.0
20201013:1911,0.0,0.0,0.0,0.0,0.0,9.49,3.38,0.0
20201013:2011,0.0,0.0,0.0,0.0,0.0,9.49,3.72,0.0
20201013:2111,0.0,0.0,0.0,0.0,0.0,9.49,3.86,0.0
20201013:2211,0.0,0.0,0.0,0.0,0.0,8.96,4.07,0.0
20201013:2311,0.0,0.0,0.0,0.0,0.0,8.96,4.0,0.0
20201014:0011,0.0,0.0,0.0,0.0,0.0,8.43,3.72,0.0
20201014:0111,0.0,0.0,0.0,0.0,0.0,7.9,3.59,0.0
20201014:0211,0.0,0.0,0.0,0.0,0.0,7.9,3.59,0.0
20201014:0311,0.0,0.0,0.0,0.0,0.0,7.9,3.79,0.0
20201014:0411,0.0,0.0,0.0,0.0,0.0,7.9,4.07,0.0
20201014:0511,0.0,0.0,0.0,0.0,0.0,7.9,4.14,0.0
20201014:0611,0.0,0.0,0.0,0.0,0.0,7.9,4.21,0.0
20201014:0711,9.82,7.34,22.68,1.13,5.17,7.9,4.0,0.0
20201014:0811,174.01,207.03,109.88,6.61,13.32,8.43,3.93,0.0
20201014:0911,315.61,409.85,156.19,11.65,20.32,9.49,4.14,0.0
20201014:1011,248.97,229.15,215.2,12.08,25.66,10.55,5.24,0.0
20201014:1111,240.24,196.11,234.7,12.79,28.79,11.61,5.17,0.0
20201014:1211,285.31,266.04,246.71,14.0,29.32,12.15,5.24,0.0
20201014:1311,148.07,79.65,191.96,9.89,27.19,12.68,5.1,0.0
20201014:1411,144.96,97.36,169.31,8.84,22.67,12.68,5.03,0.0
20201014:1511,92.0,61.96,114.0,5.87,16.26,11.61,4.21,0.0
20201014:1611,50.49,48.91,57.94,2.93,8.51,11.09,4.21,0.0
20201014:1711,0.0,0.0,0.0,0.0,0.0,10.55,4.0,0.0
20201014:1811,0.0,0.0,0.0,0.0,0.0,10.02,3.93,0.0
20201014:1911,0.0,0.0,0.0,0.0,0.0,9.49,3.66,0.0
20201014:2011,0.0,0.0,0.0,0.0,0.0,8.43,3.59,0.0
20201014:2111,0.0,0.0,0.0,0.0,0.0,7.9,3.66,0.0
20201014:2211,0.0,0.0,0.0,0.0,0.0,7.9,3.59,0.0
20201014:2311,0.0,0.0,0.0,0.0,0.0,7.37,3.45,0.0
20201015:0011,0.0,0.0,0.0,0.0,0.0,7.37,3.45,0.0
20201015:0111,0.0,0.0,0.0,0.0,0.0,6.84,3.31,0.0
20201015:0211,0.0,0.0,0.0,0.0,0.0,6.31,3.17,0.0
20201015:0311,0.0,0.0,0.0,0.0,0.0,6.31,3.17,0.0
20201015:0411,0.0,0.0,0.0,0.0,0.0,6.31,3.17,0.0
20201015:0511,0.0,0.0,0.0,0.0,0.0,6.31,3.24,0.0
20201015:0611,0.0,0.0,0.0,0.0,0.0,5.78,3.17,0.0
20201015:0711,23.77,31.04,27.82,1.45,4.9,5.78,3.17,0.0
20201015:0811,206.66,266.45,107.07,7.04,13.03,6.84,2.9,0.0
20201015:0911,331.05,437.98,154.65,11.85,20.01,7.9,3.52,0.0
20201015:1011,393.71,511.87,200.32,15.06,25.32,8.96,3.66,0.0
20201015:1111,219.23,163.5,229.06,12.2,28.42,10.55,4.62,0.0
20201015:1211,254.22,213.9,243.19,13.26,28.95,11.09,3.93,0.0
20201015:1311,85.21,14.46,148.55,7.35,26.82,11.09,4.07,0.0
20201015:1411,122.79,68.67,158.78,8.13,22.31,11.09,3.86,0.0
20201015:1511,237.64,297.11,134.45,8.72,15.91,10.55,3.38,0.0
20201015:1611,8.8,0.0,27.32,1.33,8.17,10.55,2.97,0.0
20201015:1711,0.0,0.0,0.0,0.0,0.0,8.96,2.62,0.0
20201015:1811,0.0,0.0,0.0,0.0,0.0,8.43,2.55,0.0
20201015:1911,0.0,0.0,0.0,0.0,0.0,8.43,3.03,0.0
20201015:2011,0.0,0.0,0.0,0.0,0.0,7.9,2.9,0.0
20201015:2111,0.0,0.0,0.0,0.0,0.0,7.9,2.76,0.0
20201015:2211,0.0,0.0,0.0,0.0,0.0,7.37,2.69,0.0
20201015:2311,0.0,0.0,0.0,0.0,0.0,6.84,2.62,0.0
20201016:0011,0.0,0.0,0.0,0.0,0.0,6.31,2.55,0.0
20201016:0111,0.0,0.0,0.0,0.0,0.0,6.31,2.48,0.0
20201016:0211,0.0,0.0,0.0,0.0,0.0,6.31,2.55,0.0
20201016:0311,0.0,0.0,0.0,0.0,0.0,5.78,2.41,0.0
20201016:0411,0.0,0.0,0.0,0.0,0.0,5.78,2.41,0.0
20201016:0511,0.0,0.0,0.0,0.0,0.0,5.78,2.41,0.0
20201016:0611,0.0,0.0,0.0,0.0,0.0,5.78,2.48,0.0
20201016:0711,11.64,12.35,21.65,1.1,4.63,5.78,2.41,0.0
20201016:0811,52.5,28.02,78.0,3.91,12.74,6.31,2.21,0.0
20201016:0911,49.76,6.7,94.48,4.65,19.69,7.9,2.69,0.0
20201016:1011,120.99,54.98,167.83,8.53,24.98,9.49,3.45,0.0
20201016:1111,107.33,30.99,169.47,8.49,28.06,10.55,3.38,0.0
20201016:1211,52.22,0.0,106.86,5.2,28.58,11.61,3.45,0.0
20201016:1311,37.6,0.0,81.15,3.95,26.44,11.09,2.83,0.0
20201016:1411,17.76,0.0,44.99,2.19,21.94,10.55,2.69,0.0
20201016:1511,23.36,0.0,55.44,2.7,15.56,10.55,2.34,0.0
20201016:1611,15.5,6.21,34.9,1.72,7.84,10.55,2.34,0.0
20201016:1711,0.0,0.0,0.0,0.0,0.0,10.02,2.41,0.0
20201016:1811,0.0,0.0,0.0,0.0,0.0,9.49,2.69,0.0
20201016:1911,0.0,0.0,0.0,0.0,0.0,8.96,2.76,0.0
20201016:2011,0.0,0.0,0.0,0.0,0.0,8.96,2.97,0.0
20201016:2111,0.0,0.0,0.0,0.0,0.0,8.43,2.9,0.0
20201016:2211,0.0,0.0,0.0,0.0,0.0,8.43,2.69,0.0
20201016:2311,0.0,0.0,0.0,0.0,0.0,8.43,2.48,0.0
20201017:0011,0.0,0.0,0.0,0.0,0.0,8.43,2.48,0.0
20201017:0111,0.0,0.0,0.0,0.0,0.0,7.9,2.41,0.0
20201017:0211,0.0,0.0,0.0,0.0,0.0,7.9,2.34,0.0
20201017:0311,0.0,0.0,0.0,0.0,0.0,7.9,2.21,0.0
20201017:0411,0.0,0.0,0.0,0.0,0.0,7.37,2.07,0.0
20201017:0511,0.0,0.0,0.0,0.0,0.0,7.37,2.0,0.0
20201017:0611,0.0,0.0,0.0,0.0,0.0,6.84,1.93,0.0
20201017:0711,26.31,39.42,25.15,1.33,4.35,6.31,2.0,0.0
20201017:0811,132.34,140.74,103.72,5.55,12.44,6.84,1.86,0.0
20201017:0911,26.34,0.0,60.26,2.93,19.38,7.9,2.14,0.0
20201017:1011,51.91,2.14,103.2,5.05,24.64,8.96,2.21,0.0
20201017:1111,30.53,0.0,68.29,3.32,27.7,10.02,2.41,0.0
20201017:1211,37.68,0.0,81.15,3.95,28.21,10.55,2.28,0.0
20201017:1311,103.9,33.84,161.44,8.1,26.08,10.55,2.14,0.0
20201017:1411,73.83,19.86,124.14,6.18,21.59,10.55,1.66,0.0
20201017:1511,43.57,12.17,79.65,3.95,15.22,10.55,1.31,0.0
20201017:1611,17.57,9.7,35.63,1.76,7.51,10.55,1.45,0.0
20201017:1711,0.0,0.0,0.0,0.0,0.0,10.02,1.52,0.0
20201017:1811,0.0,0.0,0.0,0.0,0.0,9.49,1.66,0.0
20201017:1911,0.0,0.0,0.0,0.0,0.0,8.96,1.45,0.0
20201017:2011,0.0,0.0,0.0,0.0,0.0,8.96,1.38,0.0
20201017:2111,0.0,0.0,0.0,0.0,0.0,8.43,1.31,0.0
20201017:2211,0.0,0.0,0.0,0.0,0.0,7.9,1.31,0.0
20201017:2311,0.0,0.0,0.0,0.0,0.0,7.9,1.31,0.0
20201018:0011,0.0,0.0,0.0,0.0,0.0,7.37,1.31,0.0
20201018:0111,0.0,0.0,0.0,0.0,0.0,7.37,1.31,0.0
20201018:0211,0.0,0.0,0.0,0.0,0.0,7.37,1.31,0.0
20201018:0311,0.0,0.0,0.0,0.0,0.0,7.37,1.31,0.0
20201018:0411,0.0,0.0,0.0,0.0,0.0,7.9,1.24,0.0
20201018:0511,0.0,0.0,0.0,0.0,0.0,7.37,1.31,0.0
20201018:0611,0.0,0.0,0.0,0.0,0.0,7.9,0.97,0.0
20201018:0711,0.07,0.0,5.62,0.27,4.08,7.37,0.69,0.0
20201018:0811,15.85,0.0,40.98,1.99,12.15,7.9,0.48,0.0
20201018:0911,15.81,0.0,40.98,1.99,19.06,8.43,0.62,0.0
20201018:1011,44.19,0.0,92.4,4.5,24.3,9.49,0.76,0.0
20201018:1111,40.4,0.0,85.97,4.18,27.35,10.02,0.62,0.0
20201018:1211,29.5,0.0,66.69,3.25,27.84,10.55,0.9,0.0
20201018:1311,34.81,0.0,76.33,3.72,25.71,11.09,1.38,0.0
20201018:1411,28.11,0.0,64.28,3.13,21.23,11.09,1.52,0.0
20201018:1511,40.61,9.93,76.77,3.79,14.88,11.09,1.93,0.0
20201018:1611,20.37,13.48,37.38,1.84,7.18,10.55,1.52,0.0
20201018:1711,0.0,0.0,0.0,0.0,0.0,10.02,1.59,0.0
20201018:1811,0.0,0.0,0.0,0.0,0.0,9.49,1.72,0.0
20201018:1911,0.0,0.0,0.0,0.0,0.0,8.43,2.07,0.0
20201018:2011,0.0,0.0,0.0,0.0,0.0,7.9,2.07,0.0
20201018:2111,0.0,0.0,0.0,0.0,0.0,7.9,2.07,0.0
20201018:2211,0.0,0.0,0.0,0.0,0.0,7.37,2.14,0.0
20201018:2311,0.0,0.0,0.0,0.0,0.0,7.37,2.41,0.0
20201019:0011,0.0,0.0,0.0,0.0,0.0,7.37,2.69,0.0
20201019:0111,0.0,0.0,0.0,0.0,0.0,7.37,2.62,0.0
20201019:0211,0.0,0.0,0.0,0.0,0.0,6.84,2.48,0.0
20201019:0311,0.0,0.0,0.0,0.0,0.0,6.84,2.34,0.0
20201019:0411,0.0,0.0,0.0,0.0,0.0,6.84,2.41,0.0
20201019:0511,0.0,0.0,0.0,0.0,0.0,6.84,2.69,0.0
20201019:0611,0.0,0.0,0.0,0.0,0.0,6.84,2.83,0.0
20201019:0711,0.52,0.0,7.23,0.35,3.8,7.37,2.97,0.0
20201019:0811,49.3,30.06,71.1,3.56,11.86,7.9,3.24,0.0
20201019:0911,38.66,2.34,79.95,3.91,18.75,8.96,3.45,0.0
20201019:1011,34.93,0.0,76.33,3.72,23.96,11.09,4.34,0.0
20201019:1111,210.5,162.33,215.45,11.42,26.99,12.15,6.83,0.0
20201019:1211,196.26,140.44,214.03,11.22,27.47,12.68,6.07,0.0
20201019:1311,140.64,80.13,179.32,9.19,25.35,13.21,5.24,0.0
20201019:1411,30.18,0.0,68.29,3.32,20.88,12.68,4.34,0.0
20201019:1511,17.59,0.0,44.99,2.19,14.54,12.68,4.21,0.0
20201019:1611,19.28,14.08,35.04,1.72,6.85,12.15,4.07,0.0
20201019:1711,0.0,0.0,0.0,0.0,0.0,11.61,4.07,0.0
20201019:1811,0.0,0.0,0.0,0.0,0.0,11.61,4.14,0.0
20201019:1911,0.0,0.0,0.0,0.0,0.0,11.09,4.48,0.0
20201019:2011,0.0,0.0,0.0,0.0,0.0,11.09,4.83,0.0
20201019:2111,0.0,0.0,0.0,0.0,0.0,11.09,5.1,0.0
20201019:2211,0.0,0.0,0.0,0.0,0.0,10.55,5.24,0.0
20201019:2311,0.0,0.0,0.0,0.0,0.0,11.09,5.17,0.0
20201020:0011,0.0,0.0,0.0,0.0,0.0,10.55,4.97,0.0
20201020:0111,0.0,0.0,0.0,0.0,0.0,10.55,4.83,0.0
20201020:0211,0.0,0.0,0.0,0.0,0.0,10.55,5.03,0.0
20201020:0311,0.0,0.0,0.0,0.0,0.0,11.09,5.17,0.0
20201020:0411,0.0,0.0,0.0,0.0,0.0,11.61,5.1,0.0
20201020:0511,0.0,0.0,0.0,0.0,0.0,12.15,5.03,0.0
20201020:0611,0.0,0.0,0.0,0.0,0.0,12.68,4.83,0.0
20201020:0711,0.0,0.0,2.41,0.12,3.53,12.68,5.03,0.0
20201020:0811,18.79,2.8,44.64,2.19,11.57,13.21,4.97,0.0
20201020:0911,63.0,21.39,105.18,5.24,18.44,13.74,4.97,0.0
20201020:1011,37.4,0.0,81.95,3.99,23.63,15.33,7.72,0.0
20201020:1111,122.16,54.0,175.57,8.88,26.64,15.86,7.17,0.0
20201020:1211,85.35,17.21,149.15,7.39,27.11,16.39,7.31,0.0
20201020:1311,43.93,0.0,94.0,4.58,24.99,16.39,7.17,0.0
20201020:1411,44.53,2.3,92.82,4.54,20.53,16.39,6.28,0.0
20201020:1511,99.52,85.41,107.36,5.48,14.21,16.39,6.14,0.0
20201020:1611,15.48,11.05,31.09,1.53,6.53,15.33,5.59,0.0
20201020:1711,0.0,0.0,0.0,0.0,0.0,14.8,5.03,0.0
20201020:1811,0.0,0.0,0.0,0.0,0.0,14.27,4.83,0.0
20201020:1911,0.0,0.0,0.0,0.0,0.0,13.74,4.9,0.0
20201020:2011,0.0,0.0,0.0,0.0,0.0,13.74,4.55,0.0
20201020:2111,0.0,0.0,0.0,0.0,0.0,13.21,4.34,0.0
20201020:2211,0.0,0.0,0.0,0.0,0.0,13.21,4.28,0.0
20201020:2311,0.0,0.0,0.0,0.0,0.0,13.21,3.93,0.0
20201021:0011,0.0,0.0,0.0,0.0,0.0,13.21,3.66,0.0
20201021:0111,0.0,0.0,0.0,0.0,0.0,12.68,3.38,0.0
20201021:0211,0.0,0.0,0.0,0.0,0.0,12.68,3.31,0.0
20201021:0311,0.0,0.0,0.0,0.0,0.0,12.68,3.03,0.0
20201021:0411,0.0,0.0,0.0,0.0,0.0,12.68,2.55,0.0
20201021:0511,0.0,0.0,0.0,0.0,0.0,12.68,2.28,0.0
20201021:0611,0.0,0.0,0.0,0.0,0.0,12.68,2.07,0.0
20201021:0711,0.0,0.0,4.02,0.2,3.26,12.15,1.86,0.0
20201021:0811,3.35,0.0,15.27,0.74,11.28,12.15,1.93,0.0
20201021:0911,13.84,0.0,37.76,1.84,18.13,12.68,2.76,0.0
20201021:1011,36.81,0.0,80.35,3.91,23.29,12.68,1.86,0.0
20201021:1111,61.89,4.37,120.52,5.91,26.29,13.21,1.17,0.0
20201021:1211,30.47,0.0,69.1,3.36,26.75,13.21,1.79,0.0
20201021:1311,26.88,0.0,62.67,3.05,24.63,13.74,2.07,0.0
20201021:1411,38.96,2.34,82.34,4.03,20.18,14.27,2.41,0.0
20201021:1511,10.94,0.0,32.14,1.56,13.87,14.27,2.83,0.0
20201021:1611,0.0,0.0,4.82,0.23,6.21,13.74,3.24,0.0
20201021:1711,0.0,0.0,0.0,0.0,0.0,13.21,3.52,0.0
20201021:1811,0.0,0.0,0.0,0.0,0.0,13.21,3.59,0.0
20201021:1911,0.0,0.0,0.0,0.0,0.0,12.68,3.66,0.0
20201021:2011,0.0,0.0,0.0,0.0,0.0,12.15,3.79,0.0
20201021:2111,0.0,0.0,0.0,0.0,0.0,12.15,4.21,0.0
20201021:2211,0.0,0.0,0.0,0.0,0.0,12.15,3.93,0.0
20201021:2311,0.0,0.0,0.0,0.0,0.0,12.15,3.93,0.0
20201022:0011,0.0,0.0,0.0,0.0,0.0,11.61,3.66,0.0
20201022:0111,0.0,0.0,0.0,0.0,0.0,11.09,3.17,0.0
20201022:0211,0.0,0.0,0.0,0.0,0.0,11.09,3.1,0.0
20201022:0311,0.0,0.0,0.0,0.0,0.0,10.55,3.24,0.0
20201022:0411,0.0,0.0,0.0,0.0,0.0,10.02,3.31,0.0
20201022:0511,0.0,0.0,0.0,0.0,0.0,9.49,3.38,0.0
20201022:0611,0.0,0.0,0.0,0.0,0.0,9.49,3.24,0.0
20201022:0711,3.95,6.41,10.9,0.55,2.98,8.96,3.38,0.0
20201022:0811,220.03,314.98,86.43,6.1,10.99,8.96,3.31,0.0
20201022:0911,305.74,402.33,148.59,10.21,17.82,9.49,3.52,0.0
20201022:1011,398.99,542.22,179.79,13.84,22.96,10.02,4.48,0.0
20201022:1111,416.89,543.54,214.16,15.33,25.94,11.09,4.97,0.0
20201022:1211,409.49,521.48,223.15,15.37,26.39,11.61,5.1,0.0
20201022:1311,386.89,498.55,203.82,14.16,24.28,11.61,4.9,0.0
20201022:1411,305.07,377.35,174.2,11.03,19.84,12.15,4.9,0.0
20201022:1511,108.28,97.26,107.56,5.44,13.55,11.61,3.86,0.0
20201022:1611,51.62,64.89,45.59,2.11,5.9,11.09,3.1,0.0
20201022:1711,0.0,0.0,0.0,0.0,0.0,10.55,2.55,0.0
20201022:1811,0.0,0.0,0.0,0.0,0.0,8.96,2.28,0.0
