Latitude (decimal degrees):	53.408
Longitude (decimal degrees):	-2.992
Elevation (m):	31
Radiation database:	PVGIS-SARAH2


Slope: 53 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	0.7
System losses (%):	0.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050425:0411,0.0,0.0,0.0,0.0,0.0,5.43,2.48,0.0
20050425:0511,0.0,0.0,0.0,0.0,0.0,4.98,2.34,0.0
20050425:0611,19.23,0.37,40.55,2.79,10.71,5.2,2.28,0.0
20050425:0711,105.94,91.46,89.79,9.09,19.64,6.5,2.97,0.0
20050425:0811,256.94,260.83,130.33,15.59,28.41,8.02,3.03,0.0
20050425:0911,396.54,440.03,162.41,21.45,36.55,9.77,2.97,0.0
20050425:1011,529.61,682.62,140.41,27.3,43.41,11.46,3.24,0.0
20050425:1111,595.19,786.47,158.27,30.5,48.12,12.97,3.31,0.0
20050425:1211,640.35,902.53,124.81,32.72,49.79,14.39,3.79,0.0
20050425:1311,611.6,818.87,160.89,31.59,48.01,15.09,3.79,0.0
20050425:1411,457.54,429.89,286.31,25.16,43.21,15.46,3.86,0.0
20050425:1511,433.57,486.3,189.69,23.99,36.29,15.42,4.0,0.0
20050425:1611,172.41,65.59,206.73,12.44,28.12,15.12,4.14,0.0
20050425:1711,82.09,12.72,127.29,7.07,19.34,14.65,4.21,0.0
20050425:1811,4.73,0.0,16.81,0.97,10.42,13.76,4.21,0.0
20050425:1911,1.28,0.0,9.1,0.53,1.76,12.92,4.69,0.0
20050425:2011,0.0,0.0,0.0,0.0,0.0,11.8,5.45,0.0
20050425:2111,0.0,0.0,0.0,0.0,0.0,10.72,5.86,0.0
20050425:2211,0.0,0.0,0.0,0.0,0.0,9.67,5.86,0.0
20050425:2311,0.0,0.0,0.0,0.0,0.0,9.0,5.31,0.0
20050426:0011,0.0,0.0,0.0,0.0,0.0,8.5,4.9,0.0
20050426:0111,0.0,0.0,0.0,0.0,0.0,8.34,4.76,0.0
20050426:0211,0.0,0.0,0.0,0.0,0.0,8.27,4.69,0.0
20050426:0311,0.0,0.0,0.0,0.0,0.0,8.24,4.55,0.0
20050426:0411,0.0,0.0,0.0,0.0,0.0,8.33,4.48,0.0
20050426:0511,0.0,0.0,0.0,0.0,0.0,8.38,4.34,0.0
20050426:0611,18.34,0.16,40.06,2.3,11.0,8.6,4.14,0.0
20050426:0711,34.4,0.0,65.36,3.31,19.92,9.32,4.21,0.0
20050426:0811,32.18,0.0,62.17,3.15,28.7,10.04,4.07,0.0
20050426:0911,157.34,33.42,210.64,11.55,36.85,10.92,3.66,0.0
20050426:1011,205.15,52.54,262.04,14.5,43.73,11.65,3.45,0.0
20050426:1111,87.91,0.0,145.06,7.35,48.45,12.23,3.66,0.0
20050426:1211,76.22,0.0,128.32,6.5,50.12,12.7,3.79,0.0
20050426:1311,66.35,0.0,113.97,5.78,48.32,12.92,4.0,0.0
20050426:1411,40.48,0.0,75.72,3.84,43.49,13.53,4.34,0.0
20050426:1511,40.47,0.0,75.72,3.84,36.55,13.36,3.17,0.0
20050426:1611,28.22,0.0,56.59,2.87,28.36,12.04,2.76,0.0
20050426:1711,8.5,0.0,23.91,1.21,19.57,10.97,2.55,0.0
20050426:1811,33.23,0.0,63.73,3.68,10.65,10.83,0.83,0.0
20050426:1911,5.17,0.0,17.51,1.01,2.0,10.84,1.45,0.0
20050426:2011,0.0,0.0,0.0,0.0,0.0,9.75,1.86,0.0
20050426:2111,0.0,0.0,0.0,0.0,0.0,9.09,2.28,0.0
20050426:2211,0.0,0.0,0.0,0.0,0.0,8.79,2.28,0.0
20050426:2311,0.0,0.0,0.0,0.0,0.0,8.86,2.69,0.0
20050427:0011,0.0,0.0,0.0,0.0,0.0,8.83,3.03,0.0
20050427:0111,0.0,0.0,0.0,0.0,0.0,8.55,3.31,0.0
20050427:0211,0.0,0.0,0.0,0.0,0.0,8.15,3.45,0.0
20050427:0311,0.0,0.0,0.0,0.0,0.0,7.86,3.79,0.0
20050427:0411,0.0,0.0,0.0,0.0,0.0,7.81,3.93,0.0
20050427:0511,0.0,0.0,0.0,0.0,0.0,7.69,3.93,0.0
20050427:0611,15.46,1.61,33.2,4.16,11.28,7.83,3.93,0.0
20050427:0711,115.76,131.67,70.12,10.42,20.2,8.36,4.34,0.0
20050427:0811,279.84,324.93,99.43,16.96,28.98,9.33,5.24,0.0
20050427:0911,431.45,534.12,114.46,23.06,37.14,10.31,5.1,0.0
20050427:1011,92.45,0.0,150.64,7.63,44.03,11.1,5.03,0.0
20050427:1111,265.94,91.17,311.66,17.77,48.77,11.76,4.76,0.0
20050427:1211,535.79,527.7,303.26,28.31,50.44,12.34,4.41,0.0
20050427:1311,583.21,680.13,233.36,30.25,48.62,12.58,4.21,0.0
20050427:1411,288.8,128.42,312.34,18.7,43.76,12.96,4.07,0.0
20050427:1511,467.83,587.93,134.22,25.69,36.8,12.9,4.0,0.0
20050427:1611,326.9,393.57,112.97,20.28,28.59,12.53,4.21,0.0
20050427:1711,146.33,151.67,102.7,13.25,19.79,12.34,3.79,0.0
20050427:1811,34.04,0.0,65.13,3.76,10.88,11.97,2.9,0.0
20050427:1911,0.0,0.0,3.5,0.2,2.24,11.28,2.55,0.0
20050427:2011,0.0,0.0,0.0,0.0,0.0,10.31,2.41,0.0
20050427:2111,0.0,0.0,0.0,0.0,0.0,9.69,2.9,0.0
20050427:2211,0.0,0.0,0.0,0.0,0.0,9.49,3.52,0.0
20050427:2311,0.0,0.0,0.0,0.0,0.0,9.51,4.21,0.0
20050428:0011,0.0,0.0,0.0,0.0,0.0,9.5,4.69,0.0
20050428:0111,0.0,0.0,0.0,0.0,0.0,9.28,5.38,0.0
20050428:0211,0.0,0.0,0.0,0.0,0.0,9.36,6.34,0.0
20050428:0311,0.0,0.0,0.0,0.0,0.0,9.69,6.62,0.0
20050428:0411,0.0,0.0,0.0,0.0,0.0,9.98,6.69,0.0
20050428:0511,0.0,0.0,0.0,0.0,0.0,10.0,6.69,0.0
20050428:0611,2.85,0.0,12.75,0.65,11.55,10.0,6.76,0.0
20050428:0711,9.91,0.0,26.3,1.33,20.47,9.84,7.52,0.0
20050428:0811,51.56,0.0,90.86,4.6,29.26,10.05,8.21,0.0
20050428:0911,71.85,0.0,120.35,6.1,37.43,10.51,9.17,0.0
20050428:1011,60.7,0.0,104.41,5.29,44.34,10.79,9.17,0.0
20050428:1111,57.74,0.0,100.43,5.09,49.09,11.58,9.45,0.0
20050428:1211,111.15,0.0,177.74,9.01,50.75,12.38,8.62,0.0
20050428:1311,128.1,1.24,201.83,10.26,48.91,13.61,8.21,0.0
20050428:1411,152.68,9.63,230.42,11.92,44.03,14.96,7.24,0.0
20050428:1511,219.47,75.74,261.74,15.19,37.04,14.86,7.1,0.0
20050428:1611,226.58,137.17,213.76,15.23,28.82,14.36,6.76,0.0
20050428:1711,85.35,12.87,131.14,7.31,20.02,13.8,6.21,0.0
20050428:1811,31.17,0.0,60.93,3.51,11.11,13.06,5.93,0.0
20050428:1911,5.84,0.0,18.91,1.09,2.47,12.51,5.72,0.0
20050428:2011,0.0,0.0,0.0,0.0,0.0,11.75,5.59,0.0
20050428:2111,0.0,0.0,0.0,0.0,0.0,11.23,5.52,0.0
20050428:2211,0.0,0.0,0.0,0.0,0.0,10.87,5.38,0.0
20050428:2311,0.0,0.0,0.0,0.0,0.0,10.47,5.17,0.0
20050429:0011,0.0,0.0,0.0,0.0,0.0,9.97,4.83,0.0
20050429:0111,0.0,0.0,0.0,0.0,0.0,9.56,4.55,0.0
20050429:0211,0.0,0.0,0.0,0.0,0.0,9.2,4.28,0.0
20050429:0311,0.0,0.0,0.0,0.0,0.0,8.82,4.0,0.0
20050429:0411,0.0,0.0,0.0,0.0,0.0,8.58,3.79,0.0
20050429:0511,0.0,0.0,0.0,0.0,0.0,8.57,3.86,0.0
20050429:0611,16.98,0.07,38.09,2.02,11.82,9.06,3.86,0.0
20050429:0711,115.86,125.02,77.17,10.58,20.74,10.19,4.21,0.0
20050429:0811,253.49,248.63,140.1,16.0,29.53,11.35,4.76,0.0
20050429:0911,382.93,397.92,185.05,21.49,37.72,12.45,4.34,0.0
20050429:1011,382.2,293.61,292.01,22.09,44.64,13.16,3.93,0.0
20050429:1111,584.93,745.43,179.75,30.66,49.4,14.0,3.86,0.0
20050429:1211,591.63,719.46,223.93,31.22,51.06,14.51,3.66,0.0
20050429:1311,597.45,773.01,184.69,31.71,49.21,14.77,3.38,0.0
20050429:1411,532.08,647.97,196.84,28.92,44.3,14.95,3.17,0.0
20050429:1511,472.22,650.67,92.12,26.74,37.29,14.94,3.03,0.0
20050429:1611,311.23,357.3,133.73,20.03,29.05,14.73,2.76,0.0
20050429:1711,147.91,202.91,64.98,14.74,20.24,14.4,2.48,0.0
20050429:1811,24.73,0.0,51.13,2.95,11.33,13.7,2.41,0.0
20050429:1911,6.55,0.0,20.31,1.17,2.71,12.83,1.79,0.0
20050429:2011,0.0,0.0,0.0,0.0,0.0,11.49,1.31,0.0
20050429:2111,0.0,0.0,0.0,0.0,0.0,10.41,1.03,0.0
20050429:2211,0.0,0.0,0.0,0.0,0.0,9.19,1.52,0.0
20050429:2311,0.0,0.0,0.0,0.0,0.0,9.43,1.79,0.0
20050430:0011,0.0,0.0,0.0,0.0,0.0,9.17,1.72,0.0
20050430:0111,0.0,0.0,0.0,0.0,0.0,9.05,1.31,0.0
20050430:0211,0.0,0.0,0.0,0.0,0.0,9.59,0.76,0.0
20050430:0311,0.0,0.0,0.0,0.0,0.0,8.72,1.24,0.0
20050430:0411,0.0,0.0,0.0,0.0,0.0,9.03,1.59,0.0
20050430:0511,0.0,0.0,0.0,0.0,0.0,9.23,1.72,0.0
20050430:0611,9.91,0.0,26.3,1.33,12.09,9.53,1.79,0.0
20050430:0711,17.92,0.0,39.85,2.02,21.0,9.85,2.0,0.0
20050430:0811,30.0,0.0,58.98,2.99,29.8,10.34,2.28,0.0
20050430:0911,67.32,0.0,114.77,5.82,38.0,10.87,1.79,0.0
20050430:1011,95.38,0.0,156.22,7.92,44.93,11.46,1.17,0.0
20050430:1111,148.14,6.13,228.13,11.71,49.71,12.23,1.03,0.0
20050430:1211,142.82,3.71,222.94,11.39,51.37,13.2,1.86,0.0
20050430:1311,127.45,1.23,203.42,10.34,49.5,14.07,2.21,0.0
20050430:1411,178.56,23.76,257.12,13.61,44.57,14.49,2.0,0.0
20050430:1511,227.64,87.96,268.91,15.91,37.53,14.77,1.45,0.0
20050430:1611,195.85,94.56,217.41,14.1,29.28,14.8,0.83,0.0
20050430:1711,143.63,156.98,99.29,13.85,20.47,15.02,1.03,0.0
20050430:1811,38.11,0.0,72.14,4.16,11.56,14.69,1.93,0.0
20050430:1911,0.0,0.0,3.5,0.2,2.94,14.43,2.07,0.0
20050430:2011,0.0,0.0,0.0,0.0,0.0,13.51,2.34,0.0
20050430:2111,0.0,0.0,0.0,0.0,0.0,12.77,2.83,0.0
20050430:2211,0.0,0.0,0.0,0.0,0.0,12.79,3.24,0.0
20050430:2311,0.0,0.0,0.0,0.0,0.0,12.86,3.59,0.0
20050501:0011,0.0,0.0,0.0,0.0,0.0,12.93,4.0,0.0
20050501:0111,0.0,0.0,0.0,0.0,0.0,12.94,4.41,0.0
20050501:0211,0.0,0.0,0.0,0.0,0.0,13.03,4.62,0.0
20050501:0311,0.0,0.0,0.0,0.0,0.0,13.0,4.48,0.0
20050501:0411,0.0,0.0,0.0,0.0,0.0,12.95,4.21,0.0
20050501:0511,0.0,0.0,0.0,0.0,0.0,12.82,3.93,0.0
20050501:0611,1.13,0.0,8.77,0.44,12.35,12.91,3.93,0.0
20050501:0711,104.68,73.93,106.8,9.37,21.26,13.29,4.62,0.0
20050501:0811,76.98,2.93,127.05,6.54,30.07,14.11,5.66,0.0
20050501:0911,81.89,0.0,137.89,6.99,38.27,15.35,5.24,0.0
20050501:1011,23.09,0.0,49.42,2.5,45.22,16.98,4.34,0.0
20050501:1111,426.02,344.03,328.92,24.92,50.01,18.34,4.0,0.0
20050501:1211,189.09,23.38,276.94,14.58,51.68,19.19,4.55,0.0
20050501:1311,475.77,430.11,324.75,27.06,49.79,19.13,4.83,0.0
20050501:1411,302.43,152.25,320.63,19.83,44.83,18.78,4.76,0.0
20050501:1511,159.46,24.31,230.77,12.36,37.77,18.38,4.34,0.0
20050501:1611,97.78,4.83,158.47,8.2,29.51,17.8,3.72,0.0
20050501:1711,89.58,15.07,138.38,7.84,20.68,17.33,2.83,0.0
20050501:1811,34.11,0.0,66.53,3.84,11.78,16.82,2.48,0.0
20050501:1911,7.54,0.0,22.41,1.29,3.17,15.97,2.83,0.0
20050501:2011,0.0,0.0,0.0,0.0,0.0,14.86,2.69,0.0
20050501:2111,0.0,0.0,0.0,0.0,0.0,13.82,2.9,0.0
20050501:2211,0.0,0.0,0.0,0.0,0.0,13.12,2.9,0.0
20050501:2311,0.0,0.0,0.0,0.0,0.0,12.65,2.76,0.0
20050502:0011,0.0,0.0,0.0,0.0,0.0,12.23,3.1,0.0
20050502:0111,0.0,0.0,0.0,0.0,0.0,11.92,3.52,0.0
20050502:0211,0.0,0.0,0.0,0.0,0.0,11.72,3.93,0.0
20050502:0311,0.0,0.0,0.0,0.0,0.0,11.68,4.0,0.0
20050502:0411,0.0,0.0,0.0,0.0,0.0,11.68,3.79,0.0
20050502:0511,0.0,0.0,0.0,0.0,0.0,11.59,3.59,0.0
20050502:0611,18.53,2.67,38.28,4.97,12.61,12.22,3.66,0.0
20050502:0711,117.16,125.17,80.65,11.03,21.52,12.99,4.83,0.0
20050502:0811,264.77,285.09,124.83,17.09,30.32,14.03,5.31,0.0
20050502:0911,248.3,132.48,250.64,16.36,38.54,15.34,4.69,0.0
20050502:1011,180.03,30.59,252.57,13.57,45.51,16.42,4.34,0.0
20050502:1111,306.91,144.36,332.87,20.16,50.31,17.27,4.34,0.0
20050502:1211,190.44,23.25,278.51,14.66,51.98,18.05,3.52,0.0
20050502:1311,65.51,0.0,115.57,5.86,50.07,18.55,3.03,0.0
20050502:1411,203.62,41.05,278.29,15.11,45.09,17.02,4.21,0.0
20050502:1511,190.16,47.18,251.36,14.02,38.01,15.8,3.31,0.0
20050502:1611,272.21,235.39,192.36,18.18,29.73,16.15,4.21,0.0
20050502:1711,130.6,79.75,142.84,11.71,20.9,15.26,4.28,0.0
20050502:1811,2.72,0.0,12.61,0.73,12.0,14.87,3.72,0.0
20050502:1911,6.5,0.0,20.31,1.17,3.4,14.4,4.9,0.0
20050502:2011,0.0,0.0,0.0,0.0,0.0,13.71,4.76,0.0
20050502:2111,0.0,0.0,0.0,0.0,0.0,13.3,5.03,0.0
20050502:2211,0.0,0.0,0.0,0.0,0.0,12.89,4.97,0.0
20050502:2311,0.0,0.0,0.0,0.0,0.0,12.74,4.97,0.0
20050503:0011,0.0,0.0,0.0,0.0,0.0,12.67,4.76,0.0
20050503:0111,0.0,0.0,0.0,0.0,0.0,12.8,4.62,0.0
20050503:0211,0.0,0.0,0.0,0.0,0.0,12.59,4.76,0.0
20050503:0311,0.0,0.0,0.0,0.0,0.0,11.89,4.9,0.0
20050503:0411,0.0,0.0,0.0,0.0,0.0,11.82,5.17,0.0
20050503:0511,0.0,0.0,0.0,0.0,0.0,11.68,5.31,0.0
20050503:0611,3.56,0.0,14.35,0.73,12.86,11.53,5.24,0.0
20050503:0711,113.35,96.71,99.02,10.38,21.77,11.83,3.31,0.0
20050503:0811,251.06,241.42,147.3,16.44,30.58,12.34,3.31,0.0
20050503:0911,183.88,52.64,233.14,13.29,38.81,13.05,2.97,0.0
20050503:1011,29.5,0.0,58.98,2.99,45.79,13.71,2.48,0.0
20050503:1111,191.81,27.75,273.7,14.54,50.6,14.48,1.52,0.0
20050503:1211,103.01,0.0,170.56,8.64,52.27,14.89,0.07,0.0
20050503:1311,87.84,0.0,147.45,7.47,50.35,15.25,1.52,0.0
20050503:1411,220.28,53.62,288.95,15.95,45.34,14.77,2.9,0.0
20050503:1511,122.46,4.36,191.94,9.86,38.24,13.76,3.72,0.0
20050503:1611,143.41,28.45,198.3,11.03,29.95,13.08,3.93,0.0
20050503:1711,36.97,0.0,70.14,3.55,21.12,12.68,4.28,0.0
20050503:1811,14.13,0.0,33.62,1.94,12.21,11.95,4.55,0.0
20050503:1911,0.08,0.0,5.6,0.32,3.62,11.23,4.55,0.0
20050503:2011,0.0,0.0,0.0,0.0,0.0,10.52,5.03,0.0
20050503:2111,0.0,0.0,0.0,0.0,0.0,10.24,5.59,0.0
20050503:2211,0.0,0.0,0.0,0.0,0.0,10.13,6.0,0.0
20050503:2311,0.0,0.0,0.0,0.0,0.0,9.92,5.93,0.0
20050504:0011,0.0,0.0,0.0,0.0,0.0,9.9,5.86,0.0
20050504:0111,0.0,0.0,0.0,0.0,0.0,10.09,6.14,0.0
20050504:0211,0.0,0.0,0.0,0.0,0.0,10.46,5.24,0.0
20050504:0311,0.0,0.0,0.0,0.0,0.0,10.74,5.38,0.0
20050504:0411,0.0,0.0,0.0,0.0,0.0,10.53,6.07,0.0
20050504:0511,0.0,0.0,0.0,0.0,0.0,9.92,5.52,0.0
20050504:0611,10.82,0.0,27.9,1.41,13.1,9.61,4.48,0.0
20050504:0711,16.0,0.0,36.66,1.86,22.01,9.73,4.34,0.0
20050504:0811,198.84,117.36,186.71,13.61,30.83,9.91,5.03,0.0
20050504:0911,185.83,50.11,233.44,13.25,39.07,10.15,4.55,0.0
20050504:1011,141.58,6.98,213.87,11.03,46.06,10.64,4.21,0.0
20050504:1111,430.49,319.16,334.85,24.76,50.89,11.19,4.48,0.0
20050504:1211,603.93,702.21,230.85,31.71,52.56,11.5,5.31,0.0
20050504:1311,602.7,711.62,213.76,31.63,50.63,11.61,6.07,0.0
20050504:1411,531.49,578.17,228.54,28.64,45.59,11.6,6.41,0.0
20050504:1511,369.45,288.82,264.76,21.85,38.47,11.33,6.97,0.0
20050504:1611,309.02,312.05,156.96,19.95,30.17,10.78,7.03,0.0
20050504:1711,140.35,98.12,136.19,12.64,21.33,10.31,6.55,0.0
20050504:1811,30.76,0.0,59.53,3.43,12.43,9.87,6.34,0.0
20050504:1911,9.0,0.0,24.51,1.41,3.85,9.36,5.86,0.0
20050504:2011,0.0,0.0,0.0,0.0,0.0,8.77,5.52,0.0
20050504:2111,0.0,0.0,0.0,0.0,0.0,8.46,5.03,0.0
20050504:2211,0.0,0.0,0.0,0.0,0.0,8.24,5.1,0.0
20050504:2311,0.0,0.0,0.0,0.0,0.0,8.24,4.83,0.0
20050505:0011,0.0,0.0,0.0,0.0,0.0,8.41,4.48,0.0
20050505:0111,0.0,0.0,0.0,0.0,0.0,8.69,4.48,0.0
20050505:0211,0.0,0.0,0.0,0.0,0.0,8.88,4.97,0.0
20050505:0311,0.0,0.0,0.0,0.0,0.0,9.22,5.66,0.0
20050505:0411,0.0,0.0,0.0,0.0,0.0,9.44,6.0,0.0
20050505:0511,0.0,0.0,0.0,0.0,0.0,9.61,5.86,0.0
20050505:0611,5.98,0.0,19.13,0.97,13.34,9.87,5.72,0.0
20050505:0711,30.1,0.0,58.98,2.99,22.25,10.19,6.48,0.0
20050505:0811,31.1,0.0,60.57,3.07,31.07,10.6,7.24,0.0
20050505:0911,228.25,94.16,249.36,15.31,39.32,10.69,7.1,0.0
20050505:1011,213.59,49.71,273.1,15.11,46.33,11.04,7.24,0.0
20050505:1111,301.61,120.54,330.83,19.59,51.18,11.5,7.52,0.0
20050505:1211,358.64,180.65,356.7,22.22,52.85,12.15,7.86,0.0
20050505:1311,368.3,200.17,353.32,22.58,50.9,12.86,8.0,0.0
20050505:1411,60.1,0.0,104.41,5.29,45.84,12.62,7.31,0.0
20050505:1511,80.4,0.0,133.9,6.79,38.7,12.63,7.45,0.0
20050505:1611,39.74,0.0,74.12,3.76,30.38,12.28,7.1,0.0
20050505:1711,20.23,0.0,43.84,2.22,21.54,11.84,7.45,0.0
20050505:1811,40.31,0.0,74.24,4.28,12.64,11.43,7.66,0.0
20050505:1911,2.48,0.0,11.91,0.69,4.07,11.26,7.86,0.0
20050505:2011,0.0,0.0,0.0,0.0,0.0,10.99,7.59,0.0
20050505:2111,0.0,0.0,0.0,0.0,0.0,10.84,7.86,0.0
20050505:2211,0.0,0.0,0.0,0.0,0.0,10.67,7.66,0.0
